Order Date,Region,Sales Channel,Category,Product Name,Quantity,Unit Price,Total Sales,Profit
2023-08-01,North,Online,Furniture,Bookshelf,20,104.32,2086.4,588.12
2023-08-01,Central,In-Store,Furniture,Bookshelf,12,89.97,1079.64,259.04
2023-08-02,Central,In-Store,Office Supplies,Printer Paper,4,19.95,79.8,30.31
2023-08-02,South,In-Store,Furniture,Desk,17,640.45,10887.65,4280.2
2023-08-02,East,Online,Office Supplies,Printer Paper,9,12.75,114.75,53.83
2023-08-03,West,Online,Furniture,Office Chair,22,203.56,4478.32,1382.51
2023-08-03,Central,In-Store,Furniture,Office Chair,20,349.46,6989.2,1956.23
2023-08-03,South,In-Store,Office Supplies,Printer Paper,13,10.71,139.23,48.25
2023-08-03,North,Online,Office Supplies,Binder Pack,4,35.23,140.92,42.79
2023-08-04,South,Online,Office Supplies,Printer Paper,7,20.16,141.12,32.98
2023-08-04,West,In-Store,Electronics,Smartphone,12,863.29,10359.48,3060.17
2023-08-04,Central,Distributor,Office Supplies,Stapler,8,5.46,43.68,13.9
2023-08-04,South,Online,Office Supplies,Pen Box,8,18.39,147.12,33.05
2023-08-04,North,Online,Electronics,Smartphone,23,481.42,11072.66,4079.14
2023-08-05,South,Online,Furniture,Desk,13,618.44,8039.72,2957.44
2023-08-05,East,Online,Office Supplies,Stapler,16,10.05,160.8,71.64
2023-08-05,West,Online,Electronics,Monitor,5,317.09,1585.45,690.91
2023-08-06,North,Online,Furniture,Office Chair,22,369.92,8138.24,1966.07
2023-08-06,West,Online,Furniture,Bookshelf,16,246.71,3947.36,1236.98
2023-08-07,West,Online,Electronics,Headphones,5,246.74,1233.7,400.17
2023-08-07,Central,In-Store,Office Supplies,Printer Paper,2,28.69,57.38,12.62
2023-08-07,East,Online,Furniture,Desk,5,393.96,1969.8,637.8
2023-08-07,East,Online,Furniture,Office Chair,18,249.43,4489.74,1327.87
2023-08-08,Central,Online,Office Supplies,Stapler,19,11.96,227.24,65.28
2023-08-08,Central,Online,Furniture,Bookshelf,19,157.87,2999.53,1255.69
2023-08-08,South,Distributor,Furniture,Bookshelf,23,184.95,4253.85,852.74
2023-08-08,West,Online,Electronics,Headphones,14,216.3,3028.2,977.7
2023-08-08,East,Online,Electronics,Laptop,18,1804.33,32477.94,8598.15
2023-08-09,West,Online,Furniture,Desk,11,715.76,7873.36,1998.58
2023-08-09,East,In-Store,Office Supplies,Stapler,3,9.11,27.33,6.65
2023-08-09,West,Online,Furniture,Bookshelf,23,214.03,4922.69,1145.74
2023-08-10,East,Online,Furniture,Bookshelf,1,183.9,183.9,63.66
2023-08-10,North,Online,Furniture,Desk,21,550.71,11564.91,2973.36
2023-08-10,East,In-Store,Electronics,Monitor,16,236.97,3791.52,1176.69
2023-08-10,South,Online,Electronics,Headphones,22,279.87,6157.14,1741.18
2023-08-10,North,Distributor,Office Supplies,Printer Paper,16,20.57,329.12,116.06
2023-08-11,East,Online,Electronics,Smartphone,5,632.16,3160.8,1074.18
2023-08-11,North,Online,Furniture,Bookshelf,18,116.89,2104.02,718.94
2023-08-11,Central,Online,Furniture,Desk,19,716.13,13606.47,4431.29
2023-08-11,Central,Distributor,Electronics,Monitor,20,162.45,3249.0,1271.49
2023-08-12,North,Online,Electronics,Monitor,8,314.42,2515.36,659.42
2023-08-12,Central,Distributor,Office Supplies,Pen Box,3,17.97,53.91,26.16
2023-08-14,West,Online,Office Supplies,Pen Box,21,11.16,234.36,75.82
2023-08-14,West,Online,Furniture,Bookshelf,14,217.11,3039.54,885.12
2023-08-15,Central,Online,Electronics,Smartphone,3,1198.43,3595.29,1236.74
2023-08-15,North,Online,Furniture,Bookshelf,7,154.46,1081.22,326.47
2023-08-16,North,Online,Electronics,Laptop,5,2447.52,12237.6,3324.71
2023-08-16,North,In-Store,Office Supplies,Binder Pack,1,16.65,16.65,6.94
2023-08-17,West,Online,Furniture,Bookshelf,18,210.65,3791.7,944.15
2023-08-17,Central,Online,Electronics,Headphones,11,220.17,2421.87,605.15
2023-08-18,North,In-Store,Furniture,Office Chair,14,135.3,1894.2,838.87
2023-08-18,Central,Distributor,Furniture,Desk,22,730.12,16062.64,5899.24
2023-08-19,West,Online,Electronics,Laptop,7,1084.11,7588.77,2531.53
2023-08-19,South,Online,Office Supplies,Stapler,16,5.69,91.04,18.52
2023-08-20,Central,In-Store,Electronics,Smartphone,23,733.8,16877.4,8192.39
2023-08-20,East,In-Store,Furniture,Office Chair,6,306.84,1841.04,403.8
2023-08-20,East,Online,Furniture,Desk,6,535.26,3211.56,1275.22
2023-08-21,North,Distributor,Office Supplies,Stapler,10,6.83,68.3,24.72
2023-08-21,North,In-Store,Electronics,Laptop,17,814.58,13847.86,5185.96
2023-08-21,West,Online,Furniture,Office Chair,1,242.72,242.72,104.08
2023-08-21,West,Online,Furniture,Bookshelf,6,235.02,1410.12,653.22
2023-08-21,East,Online,Furniture,Office Chair,24,108.92,2614.08,957.85
2023-08-21,East,Online,Furniture,Office Chair,15,232.38,3485.7,1344.19
2023-08-21,Central,Distributor,Electronics,Headphones,9,138.18,1243.62,381.86
2023-08-22,Central,In-Store,Electronics,Headphones,1,76.91,76.91,20.38
2023-08-22,West,In-Store,Office Supplies,Printer Paper,13,19.24,250.12,101.76
2023-08-22,South,Online,Electronics,Monitor,2,152.24,304.48,113.48
2023-08-22,East,Online,Furniture,Office Chair,16,450.82,7213.12,3047.52
2023-08-23,West,Online,Electronics,Laptop,22,1070.69,23555.18,5804.93
2023-08-23,West,In-Store,Office Supplies,Printer Paper,17,21.78,370.26,158.98
2023-08-23,East,In-Store,Furniture,Bookshelf,5,176.15,880.75,284.57
2023-08-24,Central,Online,Furniture,Office Chair,6,141.73,850.38,367.25
2023-08-24,Central,In-Store,Furniture,Bookshelf,11,128.54,1413.94,588.33
2023-08-24,South,Online,Furniture,Office Chair,11,489.73,5387.03,1086.5
2023-08-25,North,Online,Office Supplies,Binder Pack,10,32.94,329.4,158.65
2023-08-25,Central,Distributor,Electronics,Monitor,15,453.34,6800.1,2127.16
2023-08-26,East,In-Store,Electronics,Headphones,10,202.08,2020.8,534.76
2023-08-26,North,In-Store,Electronics,Headphones,3,156.82,470.46,118.35
2023-08-26,East,Distributor,Office Supplies,Printer Paper,11,18.82,207.02,66.36
2023-08-26,North,Online,Electronics,Laptop,18,2138.63,38495.34,14458.0
2023-08-26,East,Online,Furniture,Desk,12,447.78,5373.36,1516.36
2023-08-27,North,Online,Office Supplies,Binder Pack,20,18.78,375.6,153.81
2023-08-27,East,In-Store,Office Supplies,Printer Paper,16,20.41,326.56,121.05
2023-08-27,East,In-Store,Office Supplies,Binder Pack,23,24.06,553.38,275.72
2023-08-27,West,In-Store,Furniture,Office Chair,4,100.61,402.44,149.86
2023-08-28,North,In-Store,Office Supplies,Binder Pack,5,22.36,111.8,23.93
2023-08-29,East,In-Store,Electronics,Laptop,13,1601.07,20813.91,8027.51
2023-08-29,North,In-Store,Electronics,Monitor,24,340.03,8160.72,2738.16
2023-08-29,West,Online,Electronics,Smartphone,20,778.05,15561.0,5452.62
2023-08-29,Central,Online,Furniture,Office Chair,17,332.24,5648.08,1799.35
2023-08-29,North,Online,Electronics,Laptop,4,2203.96,8815.84,2153.9
2023-08-30,East,Online,Office Supplies,Printer Paper,24,22.86,548.64,147.17
2023-08-30,North,In-Store,Electronics,Monitor,22,317.99,6995.78,2701.26
2023-08-31,North,In-Store,Furniture,Office Chair,18,360.89,6496.02,1886.0
2023-09-01,North,Online,Office Supplies,Pen Box,9,19.28,173.52,66.44
2023-09-01,East,Online,Furniture,Office Chair,14,384.28,5379.92,1854.8
2023-09-01,East,Online,Furniture,Bookshelf,16,80.77,1292.32,352.01
2023-09-01,North,Distributor,Furniture,Desk,13,636.19,8270.47,2061.47
2023-09-02,North,Distributor,Electronics,Laptop,8,1643.44,13147.52,5000.28
2023-09-02,East,Online,Electronics,Monitor,7,260.22,1821.54,789.88
2023-09-02,South,In-Store,Office Supplies,Printer Paper,12,20.8,249.6,58.34
2023-09-03,West,Online,Electronics,Headphones,6,204.64,1227.84,263.56
2023-09-03,East,Online,Furniture,Desk,23,711.16,16356.68,3869.32
2023-09-04,West,Online,Office Supplies,Pen Box,18,17.44,313.92,63.19
2023-09-04,South,Online,Electronics,Monitor,3,234.68,704.04,242.43
2023-09-04,East,Distributor,Furniture,Office Chair,14,454.05,6356.7,2523.6
2023-09-04,West,Online,Office Supplies,Stapler,11,9.54,104.94,50.44
2023-09-05,East,Online,Office Supplies,Stapler,21,10.57,221.97,60.06
2023-09-05,West,In-Store,Office Supplies,Binder Pack,5,27.06,135.3,57.39
2023-09-05,Central,In-Store,Office Supplies,Pen Box,8,7.72,61.76,19.64
2023-09-05,Central,Online,Furniture,Office Chair,13,276.97,3600.61,1201.09
2023-09-05,South,Online,Office Supplies,Stapler,8,8.4,67.2,16.66
2023-09-06,East,In-Store,Furniture,Desk,11,493.98,5433.78,1992.85
2023-09-06,West,In-Store,Furniture,Desk,23,584.7,13448.1,3104.72
2023-09-06,West,In-Store,Furniture,Office Chair,4,154.32,617.28,160.86
2023-09-06,West,Online,Electronics,Monitor,14,468.53,6559.42,2329.7
2023-09-07,West,Online,Office Supplies,Printer Paper,11,25.31,278.41,70.23
2023-09-07,West,Online,Furniture,Bookshelf,7,223.48,1564.36,581.3
2023-09-08,East,In-Store,Electronics,Laptop,22,1176.08,25873.76,6029.67
2023-09-08,Central,In-Store,Furniture,Bookshelf,18,149.58,2692.44,630.24
2023-09-08,West,In-Store,Furniture,Office Chair,9,137.63,1238.67,301.4
2023-09-08,West,In-Store,Furniture,Desk,16,688.13,11010.08,2926.0
2023-09-09,North,Online,Electronics,Monitor,21,485.17,10188.57,4583.57
2023-09-09,North,In-Store,Electronics,Headphones,4,130.16,520.64,139.3
2023-09-10,West,In-Store,Office Supplies,Printer Paper,8,26.19,209.52,81.37
2023-09-10,South,Online,Furniture,Office Chair,1,417.99,417.99,188.29
2023-09-10,North,In-Store,Office Supplies,Binder Pack,5,35.06,175.3,60.44
2023-09-11,Central,Online,Furniture,Office Chair,20,248.48,4969.6,2125.97
2023-09-11,West,In-Store,Furniture,Office Chair,5,208.06,1040.3,392.02
2023-09-11,North,Online,Furniture,Desk,9,706.33,6356.97,1515.16
2023-09-11,West,In-Store,Furniture,Office Chair,9,136.0,1224.0,425.42
2023-09-11,South,Online,Furniture,Office Chair,3,209.76,629.28,193.3
2023-09-12,West,Online,Electronics,Headphones,18,289.3,5207.4,2444.73
2023-09-12,East,Distributor,Electronics,Laptop,5,1612.48,8062.4,4025.24
2023-09-12,Central,In-Store,Furniture,Desk,9,677.84,6100.56,2384.68
2023-09-12,West,Online,Office Supplies,Stapler,14,8.21,114.94,43.64
2023-09-12,South,In-Store,Furniture,Bookshelf,14,189.61,2654.54,821.07
2023-09-13,West,Online,Furniture,Bookshelf,17,166.65,2833.05,1328.17
2023-09-13,North,Online,Furniture,Bookshelf,10,193.27,1932.7,633.75
2023-09-13,North,In-Store,Electronics,Monitor,12,203.72,2444.64,937.02
2023-09-13,Central,Online,Office Supplies,Printer Paper,22,25.02,550.44,266.85
2023-09-13,South,In-Store,Furniture,Bookshelf,14,249.81,3497.34,1578.59
2023-09-14,Central,Online,Electronics,Laptop,11,1335.98,14695.78,5808.16
2023-09-14,West,Online,Office Supplies,Printer Paper,5,22.92,114.6,27.93
2023-09-14,West,Online,Furniture,Office Chair,3,468.62,1405.86,413.74
2023-09-14,West,Online,Electronics,Headphones,9,290.14,2611.26,989.16
2023-09-14,East,Online,Furniture,Bookshelf,17,123.38,2097.46,888.92
2023-09-15,Central,Online,Furniture,Bookshelf,12,204.37,2452.44,1190.29
2023-09-15,South,Online,Electronics,Monitor,5,432.51,2162.55,514.19
2023-09-15,West,In-Store,Electronics,Headphones,21,105.98,2225.58,701.02
2023-09-15,North,Online,Office Supplies,Stapler,6,7.1,42.6,8.82
2023-09-16,South,Online,Electronics,Monitor,7,293.52,2054.64,692.32
2023-09-16,Central,Online,Office Supplies,Pen Box,15,9.33,139.95,60.75
2023-09-16,Central,In-Store,Office Supplies,Printer Paper,23,12.44,286.12,140.85
2023-09-17,Central,Online,Furniture,Bookshelf,13,185.24,2408.12,655.27
2023-09-17,North,Online,Electronics,Smartphone,19,901.85,17135.15,6157.37
2023-09-17,Central,Online,Electronics,Headphones,4,50.05,200.2,45.73
2023-09-17,Central,Online,Furniture,Bookshelf,6,162.84,977.04,398.89
2023-09-18,East,Online,Office Supplies,Binder Pack,14,17.51,245.14,107.42
2023-09-18,Central,In-Store,Electronics,Smartphone,4,421.29,1685.16,626.35
2023-09-18,Central,Online,Furniture,Desk,15,326.69,4900.35,1408.68
2023-09-18,South,Online,Furniture,Desk,24,645.84,15500.16,6590.66
2023-09-18,West,Online,Furniture,Bookshelf,20,155.55,3111.0,1461.93
2023-09-19,Central,Online,Electronics,Laptop,16,1882.34,30117.44,13949.22
2023-09-19,Central,Online,Furniture,Office Chair,5,269.73,1348.65,485.37
2023-09-19,Central,In-Store,Electronics,Laptop,2,1301.52,2603.04,803.61
2023-09-19,Central,In-Store,Office Supplies,Printer Paper,9,10.59,95.31,28.85
2023-09-20,Central,Online,Electronics,Smartphone,18,792.19,14259.42,4811.25
2023-09-20,South,Online,Electronics,Laptop,11,2077.43,22851.73,5479.41
2023-09-20,North,Online,Furniture,Office Chair,14,265.33,3714.62,1279.12
2023-09-21,West,Online,Electronics,Laptop,7,1336.63,9356.41,3989.41
2023-09-22,Central,Online,Electronics,Monitor,9,182.42,1641.78,746.24
2023-09-22,Central,In-Store,Furniture,Office Chair,5,338.87,1694.35,528.73
2023-09-22,East,Online,Office Supplies,Pen Box,11,17.76,195.36,39.86
2023-09-22,West,Online,Electronics,Laptop,10,1078.53,10785.3,2976.13
2023-09-24,East,Online,Electronics,Smartphone,16,957.93,15326.88,4400.12
2023-09-24,West,Online,Office Supplies,Stapler,23,10.75,247.25,94.34
2023-09-24,Central,In-Store,Furniture,Desk,14,206.22,2887.08,1095.32
2023-09-24,South,Online,Furniture,Bookshelf,19,113.65,2159.35,435.69
2023-09-25,North,Online,Electronics,Headphones,13,183.28,2382.64,798.97
2023-09-25,Central,Online,Furniture,Office Chair,12,248.81,2985.72,739.93
2023-09-25,Central,Online,Furniture,Desk,21,393.37,8260.77,2017.07
2023-09-25,West,Online,Furniture,Bookshelf,22,167.34,3681.48,1479.4
2023-09-25,West,Distributor,Furniture,Bookshelf,20,109.0,2180.0,578.05
2023-09-25,South,Online,Office Supplies,Pen Box,5,8.77,43.85,21.26
2023-09-25,Central,Online,Office Supplies,Binder Pack,2,16.87,33.74,13.11
2023-09-26,Central,Online,Electronics,Monitor,6,189.56,1137.36,263.52
2023-09-26,West,Online,Office Supplies,Stapler,14,9.84,137.76,50.86
2023-09-26,West,In-Store,Office Supplies,Binder Pack,12,36.33,435.96,126.79
2023-09-26,West,In-Store,Office Supplies,Binder Pack,22,33.96,747.12,260.79
2023-09-26,East,Online,Furniture,Bookshelf,9,105.97,953.73,453.13
2023-09-26,South,In-Store,Office Supplies,Binder Pack,20,20.36,407.2,158.05
2023-09-27,East,Online,Electronics,Headphones,5,222.75,1113.75,351.84
2023-09-27,East,In-Store,Electronics,Monitor,15,260.75,3911.25,1390.33
2023-09-28,West,Online,Electronics,Headphones,3,247.28,741.84,190.31
2023-09-28,East,In-Store,Office Supplies,Printer Paper,23,10.84,249.32,59.3
2023-09-28,North,Online,Furniture,Desk,13,336.58,4375.54,2080.89
2023-09-29,East,Online,Furniture,Bookshelf,20,80.43,1608.6,485.92
2023-09-29,North,Online,Furniture,Desk,10,666.85,6668.5,2647.68
2023-09-29,West,In-Store,Electronics,Headphones,18,57.18,1029.24,207.96
2023-09-29,East,Online,Furniture,Desk,5,492.47,2462.35,1061.93
2023-09-29,North,Online,Office Supplies,Stapler,2,5.97,11.94,4.37
2023-09-29,Central,In-Store,Office Supplies,Stapler,23,7.32,168.36,41.12
2023-09-29,East,Online,Furniture,Office Chair,13,366.34,4762.42,967.3
2023-09-30,North,Online,Furniture,Bookshelf,9,93.07,837.63,211.48
2023-09-30,Central,Online,Furniture,Desk,20,634.04,12680.8,4892.82
2023-10-01,North,Online,Furniture,Office Chair,15,323.89,4858.35,1106.29
2023-10-01,North,In-Store,Electronics,Monitor,11,406.95,4476.45,1718.49
2023-10-02,North,In-Store,Electronics,Laptop,11,2036.58,22402.38,6149.2
2023-10-02,East,In-Store,Electronics,Laptop,24,2064.19,49540.56,16388.48
2023-10-03,South,Online,Office Supplies,Stapler,7,9.37,65.59,25.77
2023-10-03,East,Online,Furniture,Desk,5,368.67,1843.35,597.25
2023-10-03,East,Online,Electronics,Laptop,10,1588.5,15885.0,6089.95
2023-10-04,West,Distributor,Furniture,Desk,13,570.73,7419.49,1601.71
2023-10-04,South,Online,Electronics,Laptop,20,1368.33,27366.6,7673.66
2023-10-04,Central,In-Store,Office Supplies,Stapler,14,6.04,84.56,17.49
2023-10-04,North,Distributor,Furniture,Desk,22,638.6,14049.2,6869.12
2023-10-04,South,In-Store,Office Supplies,Pen Box,18,7.05,126.9,41.08
2023-10-05,North,Online,Electronics,Smartphone,9,577.64,5198.76,2173.25
2023-10-05,North,In-Store,Electronics,Smartphone,9,878.17,7903.53,3610.8
2023-10-05,South,Distributor,Furniture,Office Chair,1,408.45,408.45,159.5
2023-10-06,West,Online,Office Supplies,Stapler,13,9.71,126.23,29.33
2023-10-06,East,In-Store,Electronics,Smartphone,6,831.94,4991.64,1542.43
2023-10-06,South,Online,Office Supplies,Stapler,8,10.94,87.52,40.48
2023-10-06,Central,In-Store,Furniture,Desk,8,474.76,3798.08,1389.86
2023-10-07,North,Online,Office Supplies,Printer Paper,18,12.89,232.02,112.28
2023-10-08,West,Online,Office Supplies,Printer Paper,5,18.61,93.05,32.87
2023-10-08,North,In-Store,Office Supplies,Printer Paper,21,16.25,341.25,94.96
2023-10-08,North,Online,Electronics,Smartphone,17,644.72,10960.24,4560.81
2023-10-09,North,Online,Office Supplies,Pen Box,9,15.56,140.04,58.93
2023-10-09,Central,Online,Office Supplies,Printer Paper,12,27.08,324.96,70.98
2023-10-09,East,Online,Office Supplies,Pen Box,9,8.54,76.86,26.28
2023-10-09,West,In-Store,Furniture,Bookshelf,24,109.44,2626.56,1229.21
2023-10-09,Central,Distributor,Electronics,Headphones,13,245.16,3187.08,1099.33
2023-10-09,North,Online,Electronics,Headphones,8,180.72,1445.76,441.2
2023-10-09,Central,Online,Furniture,Desk,7,350.0,2450.0,900.01
2023-10-10,South,Distributor,Electronics,Laptop,18,1259.5,22671.0,5962.8
2023-10-10,Central,Online,Office Supplies,Binder Pack,14,22.38,313.32,78.26
2023-10-10,South,Online,Office Supplies,Pen Box,16,12.67,202.72,63.79
2023-10-10,South,Online,Furniture,Desk,7,795.13,5565.91,2410.67
2023-10-10,East,Online,Electronics,Smartphone,20,920.98,18419.6,5247.32
2023-10-11,West,Online,Electronics,Headphones,5,175.42,877.1,343.74
2023-10-11,North,Distributor,Electronics,Monitor,10,187.94,1879.4,893.71
2023-10-11,East,Online,Office Supplies,Pen Box,11,10.33,113.63,37.34
2023-10-11,Central,In-Store,Office Supplies,Binder Pack,18,35.2,633.6,230.73
2023-10-12,West,Distributor,Furniture,Office Chair,12,325.14,3901.68,1762.66
2023-10-12,South,Online,Electronics,Monitor,21,256.68,5390.28,1899.96
2023-10-12,Central,Online,Office Supplies,Pen Box,2,16.44,32.88,11.36
2023-10-13,North,Online,Office Supplies,Stapler,8,8.67,69.36,26.41
2023-10-14,North,Online,Furniture,Bookshelf,1,86.7,86.7,40.37
2023-10-14,West,Online,Electronics,Headphones,24,221.6,5318.4,2433.77
2023-10-14,North,Online,Electronics,Laptop,7,1315.92,9211.44,2808.66
2023-10-14,South,Online,Electronics,Smartphone,12,1093.65,13123.8,2633.58
2023-10-15,South,Online,Electronics,Laptop,7,947.35,6631.45,1824.53
2023-10-15,Central,In-Store,Electronics,Headphones,21,94.55,1985.55,492.14
2023-10-15,North,Online,Furniture,Office Chair,5,253.74,1268.7,626.13
2023-10-15,South,Online,Electronics,Monitor,16,464.98,7439.68,1847.55
2023-10-16,Central,Online,Furniture,Office Chair,11,272.28,2995.08,1474.88
2023-10-17,West,In-Store,Office Supplies,Stapler,16,9.53,152.48,48.64
2023-10-17,West,In-Store,Furniture,Office Chair,16,191.84,3069.44,1244.98
2023-10-18,North,Online,Furniture,Office Chair,21,258.37,5425.77,1506.03
2023-10-18,North,In-Store,Furniture,Desk,5,566.4,2832.0,1356.86
2023-10-18,North,Online,Office Supplies,Stapler,5,5.53,27.65,5.99
2023-10-18,West,In-Store,Furniture,Office Chair,10,188.04,1880.4,905.79
2023-10-19,South,Distributor,Office Supplies,Printer Paper,10,11.56,115.6,32.03
2023-10-19,North,Online,Office Supplies,Stapler,13,5.23,67.99,22.96
2023-10-19,East,In-Store,Electronics,Laptop,7,1250.18,8751.26,2614.85
2023-10-19,Central,Online,Furniture,Office Chair,16,365.42,5846.72,1441.89
2023-10-19,South,Online,Furniture,Desk,14,389.37,5451.18,1620.61
2023-10-19,North,Online,Electronics,Monitor,12,465.65,5587.8,2091.33
2023-10-19,East,Online,Office Supplies,Pen Box,22,8.76,192.72,87.06
2023-10-20,West,In-Store,Furniture,Office Chair,19,300.71,5713.49,2243.65
2023-10-21,East,In-Store,Furniture,Desk,7,587.78,4114.46,2043.36
2023-10-21,South,Online,Office Supplies,Pen Box,3,18.13,54.39,23.31
2023-10-22,West,Online,Office Supplies,Printer Paper,21,16.22,340.62,157.23
2023-10-22,North,Online,Furniture,Bookshelf,7,228.82,1601.74,360.89
2023-10-22,West,Online,Office Supplies,Pen Box,5,7.49,37.45,16.01
2023-10-23,South,In-Store,Furniture,Office Chair,1,273.59,273.59,66.44
2023-10-23,South,Online,Furniture,Office Chair,3,127.07,381.21,182.63
2023-10-23,North,Online,Furniture,Office Chair,2,185.81,371.62,108.03
2023-10-23,East,Online,Electronics,Headphones,2,92.53,185.06,60.36
2023-10-24,Central,In-Store,Furniture,Bookshelf,23,194.12,4464.76,1334.05
2023-10-24,East,Distributor,Electronics,Laptop,16,1525.61,24409.76,8031.63
2023-10-24,West,In-Store,Electronics,Smartphone,10,1089.55,10895.5,3679.78
2023-10-24,North,Online,Office Supplies,Printer Paper,9,23.09,207.81,64.99
2023-10-25,North,Online,Office Supplies,Printer Paper,19,19.86,377.34,186.3
2023-10-25,North,Online,Office Supplies,Stapler,2,5.24,10.48,2.46
2023-10-25,East,Online,Office Supplies,Printer Paper,8,15.74,125.92,61.96
2023-10-26,Central,Online,Office Supplies,Binder Pack,13,33.03,429.39,195.5
2023-10-26,East,In-Store,Furniture,Bookshelf,17,147.89,2514.13,619.83
2023-10-26,North,Online,Office Supplies,Stapler,20,13.21,264.2,90.2
2023-10-27,East,In-Store,Electronics,Monitor,1,201.87,201.87,67.99
2023-10-27,North,Online,Furniture,Office Chair,5,431.69,2158.45,699.36
2023-10-27,South,In-Store,Furniture,Office Chair,20,432.33,8646.6,2698.81
2023-10-28,East,Online,Electronics,Laptop,10,1227.03,12270.3,4582.11
2023-10-28,West,Online,Electronics,Headphones,3,206.95,620.85,240.44
2023-10-29,North,Online,Office Supplies,Pen Box,18,14.04,252.72,110.87
2023-10-29,North,In-Store,Office Supplies,Printer Paper,19,18.58,353.02,154.66
2023-10-29,West,Online,Office Supplies,Binder Pack,7,27.37,191.59,81.53
2023-10-29,South,Online,Furniture,Office Chair,18,227.3,4091.4,1942.35
2023-10-30,West,Online,Electronics,Monitor,16,174.71,2795.36,1222.21
2023-10-30,Central,Online,Furniture,Desk,12,521.77,6261.24,2861.44
2023-10-30,Central,Online,Electronics,Monitor,20,261.19,5223.8,2555.3
2023-10-30,East,In-Store,Furniture,Desk,21,523.44,10992.24,2816.39
2023-10-30,North,Online,Furniture,Office Chair,3,363.79,1091.37,523.91
2023-10-30,West,In-Store,Electronics,Headphones,12,265.79,3189.48,999.27
2023-10-30,West,Online,Furniture,Office Chair,17,355.16,6037.72,1318.44
2023-10-30,Central,Online,Furniture,Office Chair,14,194.43,2722.02,939.27
2023-10-31,South,Online,Electronics,Smartphone,3,1049.54,3148.62,1176.51
2023-10-31,West,Online,Furniture,Office Chair,18,470.04,8460.72,4021.3
2023-11-01,North,Online,Office Supplies,Pen Box,1,5.82,5.82,1.79
2023-11-01,South,Online,Furniture,Office Chair,17,450.57,7659.69,3480.91
2023-11-01,South,In-Store,Furniture,Desk,12,736.96,8843.52,2171.01
2023-11-02,West,Distributor,Office Supplies,Printer Paper,5,15.76,78.8,34.37
2023-11-02,Central,In-Store,Office Supplies,Printer Paper,22,27.6,607.2,259.5
2023-11-02,South,Online,Electronics,Monitor,24,196.55,4717.2,1164.72
2023-11-02,North,Online,Electronics,Laptop,3,1491.33,4473.99,1241.8
2023-11-03,Central,Online,Furniture,Bookshelf,22,84.58,1860.76,840.38
2023-11-03,South,Online,Office Supplies,Printer Paper,5,14.2,71.0,32.86
2023-11-04,East,Online,Office Supplies,Pen Box,23,16.2,372.6,151.97
2023-11-05,North,Online,Office Supplies,Stapler,21,9.43,198.03,78.11
2023-11-05,West,Online,Electronics,Laptop,20,1552.18,31043.6,6394.98
2023-11-05,Central,Online,Furniture,Office Chair,2,125.97,251.94,123.95
2023-11-05,Central,In-Store,Furniture,Desk,19,259.93,4938.67,2109.76
2023-11-06,East,Online,Office Supplies,Pen Box,10,5.45,54.5,14.58
2023-11-06,East,Online,Furniture,Bookshelf,4,122.41,489.64,185.73
2023-11-06,South,Online,Electronics,Smartphone,14,674.03,9436.42,4648.11
2023-11-07,South,Online,Office Supplies,Printer Paper,17,14.31,243.27,104.42
2023-11-07,West,Online,Furniture,Bookshelf,20,92.75,1855.0,564.73
2023-11-07,South,Online,Electronics,Headphones,16,59.44,951.04,309.04
2023-11-07,South,Distributor,Office Supplies,Stapler,8,11.18,89.44,28.33
2023-11-08,East,In-Store,Electronics,Laptop,21,1995.05,41896.05,16928.03
2023-11-08,East,In-Store,Office Supplies,Binder Pack,13,19.51,253.63,62.23
2023-11-08,North,Online,Office Supplies,Binder Pack,6,25.2,151.2,45.06
2023-11-08,Central,Online,Furniture,Office Chair,14,161.84,2265.76,501.62
2023-11-08,West,Online,Office Supplies,Binder Pack,1,17.96,17.96,6.13
2023-11-09,East,In-Store,Furniture,Desk,17,328.45,5583.65,1778.46
2023-11-09,South,Online,Furniture,Bookshelf,16,135.08,2161.28,1001.75
2023-11-10,Central,In-Store,Office Supplies,Binder Pack,5,19.26,96.3,32.31
2023-11-10,Central,Online,Office Supplies,Printer Paper,22,14.8,325.6,140.19
2023-11-10,East,Online,Electronics,Monitor,12,151.2,1814.4,897.04
2023-11-10,North,In-Store,Electronics,Smartphone,14,406.14,5685.96,1582.87
2023-11-11,North,In-Store,Office Supplies,Printer Paper,14,21.28,297.92,106.47
2023-11-11,Central,Online,Furniture,Bookshelf,10,242.08,2420.8,1154.32
2023-11-12,Central,In-Store,Office Supplies,Pen Box,11,15.0,165.0,46.84
2023-11-12,East,In-Store,Furniture,Office Chair,22,274.7,6043.4,1928.64
2023-11-12,South,Online,Electronics,Smartphone,9,493.76,4443.84,958.67
2023-11-12,South,In-Store,Electronics,Monitor,11,353.33,3886.63,1499.89
2023-11-12,South,Online,Furniture,Office Chair,13,193.05,2509.65,862.73
2023-11-13,West,Online,Office Supplies,Stapler,15,6.53,97.95,48.96
2023-11-13,Central,In-Store,Office Supplies,Stapler,12,11.91,142.92,42.18
2023-11-13,North,Online,Furniture,Office Chair,7,261.09,1827.63,392.64
2023-11-13,South,Distributor,Electronics,Headphones,10,74.6,746.0,298.84
2023-11-13,West,Online,Electronics,Headphones,13,85.47,1111.11,368.43
